domain,temp,atemp,hum,windspeed,cnt
3,0.5,0.4848,0.72,0.4627,0.5740908882782361
3,0.48,0.4697,0.67,0.4627,0.4956308594336387
3,0.44,0.4394,0.67,0.4627,0.47345071369776304
3,0.42,0.4242,0.67,0.4925,0.43160693289618646
3,0.4,0.4091,0.62,0.5224,0.3675696829889674
3,0.36,0.3182,0.66,0.4925,0.3370654258902919
3,0.34,0.303,0.61,0.4179,0.2638196710504407
3,0.34,0.3182,0.66,0.2537,0.21221645541962575
3,0.32,0.303,0.66,0.2537,0.12797133763019677
3,0.32,0.303,0.66,0.2836,0.06398566881509839
3,0.3,0.2879,0.7,0.2836,0.09048940063582536
3,0.3,0.2879,0.65,0.2836,0.1011702255324591
3,0.3,0.2879,0.61,0.2537,0.159964172037746
3,0.28,0.2727,0.65,0.2537,0.2770660733600648
3,0.28,0.2727,0.65,0.2537,0.45806767835432033
3,0.3,0.2879,0.61,0.2836,0.61871197142321
3,0.32,0.303,0.57,0.2239,0.4841394353233475
3,0.34,0.3182,0.57,0.2239,0.3647744357075373
3,0.36,0.3485,0.5,0.2239,0.4146745280048548
3,0.38,0.3939,0.4,0.1642,0.46692004623955474
3,0.38,0.3939,0.42,0.2239,0.4830812057840596
3,0.36,0.3485,0.46,0.194,0.435149593685137
3,0.36,0.3333,0.43,0.2537,0.46910703734564213
3,0.36,0.3485,0.46,0.1642,0.5614719651559551
3,0.36,0.3485,0.5,0.1343,0.6756474585383069
3,0.36,0.3485,0.53,0.1642,0.613728975087393
3,0.36,0.3485,0.5,0.1343,0.4569490742954714
3,0.34,0.3182,0.61,0.2239,0.38257865575633926
3,0.32,0.3182,0.7,0.1642,0.27521276778837117
3,0.3,0.2879,0.75,0.2836,0.19195700644529518
3,0.3,0.2727,0.81,0.3284,0.19979518683823613
3,0.28,0.2576,0.87,0.2985,0.1394535320999379
3,0.3,0.2727,0.87,0.2985,0.13573410095373803
3,0.3,0.2727,0.87,0.2985,0.13190983552522034
3,0.3,0.2727,0.81,0.4179,0.09048940063582536
3,0.3,0.2727,0.81,0.4179,0.031992834407549194
3,0.26,0.2273,0.93,0.3582,0.031992834407549194
3,0.26,0.2273,0.87,0.3582,0.07153815252817422
3,0.26,0.2273,0.87,0.3582,0.08464508357844563
3,0.28,0.2576,0.87,0.3582,0.14307630505634844
3,0.28,0.2576,0.87,0.3582,0.14307630505634844
3,0.26,0.2273,0.93,0.3284,0.1108264293440259
3,0.26,0.2273,0.93,0.3881,0.16623964401603886
3,0.24,0.197,0.87,0.4925,0.2262235015895634
3,0.24,0.197,0.87,0.5224,0.17523197083542122
3,0.24,0.197,0.87,0.4478,0.1722866859320158
3,0.22,0.2121,0.93,0.2537,0.20485409341915384
3,0.22,0.197,0.93,0.3284,0.15005969470659003
3,0.22,0.197,0.93,0.3284,0.17812856328027454
3,0.22,0.197,0.93,0.3284,0.20979104484567768
3,0.24,0.2121,0.87,0.3582,0.19979518683823613
3,0.24,0.2121,0.87,0.3582,0.21933182238598345
3,0.24,0.2121,0.87,0.3582,0.2262235015895634
3,0.22,0.2121,0.87,0.2239,0.23509835917155747
3,0.22,0.2273,0.87,0.194,0.19195700644529518
3,0.22,0.2121,0.87,0.2239,0.23509835917155747
3,0.22,0.2121,0.87,0.2537,0.20979104484567768
3,0.22,0.2121,0.87,0.2836,0.2262235015895634
3,0.24,0.2121,0.75,0.3582,0.1837848414944837
3,0.22,0.197,0.8,0.3284,0.10610822770981287
3,0.24,0.2121,0.75,0.2985,0.06398566881509839
3,0.24,0.2273,0.75,0.2537,0.1011702255324591
3,0.24,0.2879,0.75,0.0,0.15005969470659003
3,0.26,0.2576,0.7,0.2239,0.2861526101126969
3,0.3,0.2879,0.65,0.2537,0.38789250270409065
3,0.32,0.3333,0.61,0.0896,0.42683764912474365
3,0.36,0.3485,0.53,0.2239,0.4956308594336387
3,0.38,0.3939,0.5,0.194,0.5669144700716883
3,0.4,0.4091,0.43,0.2239,0.5942405248996049
3,0.42,0.4242,0.38,0.194,0.5541321467201296
3,0.42,0.4242,0.35,0.1642,0.5448183380672594
3,0.42,0.4242,0.32,0.1343,0.5723052202253938
3,0.4,0.4091,0.35,0.1045,0.5007670676972196
3,0.36,0.3485,0.4,0.1343,0.46692004623955474
3,0.56,0.5303,0.49,0.2985,0.395729506575661
3,0.34,0.3636,0.57,0.0,0.3068644875436965
3,0.32,0.3485,0.66,0.0,0.28435853217528084
3,0.3,0.3333,0.75,0.0,0.2695764143864395
3,0.26,0.303,0.87,0.0,0.1946048143722759
3,0.26,0.303,0.87,0.0,0.15343224377184825
3,0.26,0.303,0.81,0.0,0.11535180490384721
3,0.24,0.2879,0.87,0.0,0.05541321467201295
3,0.24,0.2576,0.87,0.1045,0.05541321467201295
3,0.24,0.2879,0.87,0.0,0.07836611972385249
3,0.22,0.2727,0.93,0.0,0.13573410095373803
3,0.24,0.2879,0.87,0.0,0.29668934088517956
3,0.24,0.2879,0.93,0.0,0.48202065301017144
3,0.28,0.3182,0.87,0.0,0.6170554437613668
3,0.32,0.3182,0.76,0.1642,0.4647227632400744
3,0.36,0.3485,0.57,0.1642,0.32782899903765483
3,0.4,0.4091,0.5,0.1343,0.36195760254330145
3,0.42,0.4242,0.44,0.2239,0.4171355260378896
3,0.44,0.4394,0.44,0.2239,0.3944341528331279
3,0.44,0.4394,0.47,0.2239,0.3798938600891962
3,0.44,0.4394,0.47,0.1642,0.4146745280048548
3,0.42,0.4242,0.54,0.1642,0.5276393421008814
3,0.42,0.4242,0.54,0.1343,0.7052950775146724
3,0.4,0.4091,0.66,0.0896,0.657217234517614
3,0.4,0.4091,0.66,0.0896,0.4935614104810764
3,0.4,0.4091,0.66,0.0896,0.41958208969135535
3,0.36,0.3485,0.76,0.194,0.3445733718640316
3,0.36,0.3485,0.76,0.194,0.2949593591352094
3,0.36,0.3485,0.76,0.194,0.23070360980769442
3,0.36,0.3485,0.87,0.1642,0.14660958536878185
3,0.36,0.3485,0.81,0.1343,0.10610822770981287
3,0.36,0.3485,0.81,0.1642,0.06398566881509839
3,0.36,0.3485,0.81,0.1343,0.07836611972385249
3,0.34,0.3182,0.81,0.2239,0.09048940063582536
3,0.32,0.3182,0.81,0.194,0.13573410095373803
3,0.32,0.3182,0.81,0.194,0.3085277218806834
3,0.34,0.3333,0.76,0.194,0.5098818776647503
3,0.36,0.3333,0.71,0.2537,0.6548769876753144
3,0.4,0.4091,0.66,0.1642,0.4766824967011142
3,0.44,0.4394,0.62,0.1343,0.371723144575229
3,0.46,0.4545,0.63,0.1045,0.34605541471154166
3,0.5,0.4848,0.48,0.0896,0.4244329108392515
3,0.48,0.4697,0.55,0.194,0.4134385356042906
3,0.5,0.4848,0.48,0.2537,0.39183059861926245
3,0.5,0.4848,0.45,0.1343,0.4363240886517368
3,0.48,0.4697,0.44,0.1642,0.5522819507478054
3,0.44,0.4394,0.54,0.1642,0.7196610142525472
3,0.42,0.4242,0.58,0.1045,0.6861698540283429
3,0.42,0.4242,0.58,0.0896,0.5660110201429247
3,0.4,0.4091,0.71,0.0,0.46251504166527657
3,0.36,0.3788,0.81,0.0,0.36054093330087456
3,0.36,0.3788,0.81,0.0,0.31346447889540996
3,0.34,0.3636,0.87,0.0,0.27146820190747606
3,0.32,0.3485,0.87,0.0,0.1394535320999379
3,0.3,0.3333,0.87,0.0,0.1011702255324591
3,0.3,0.3333,0.87,0.0,0.04524470031791268
3,0.3,0.3333,0.75,0.0,0.04524470031791268
3,0.3,0.3333,0.87,0.0,0.06398566881509839
3,0.3,0.3333,0.81,0.0,0.16623964401603886
3,0.3,0.3333,0.81,0.0,0.3068644875436965
3,0.3,0.3333,0.81,0.0,0.5068618202337248
3,0.32,0.3485,0.87,0.0,0.6950622749210489
3,0.34,0.3636,0.87,0.0,0.4830812057840596
3,0.4,0.4091,0.71,0.0896,0.3689593653859987
3,0.42,0.4242,0.71,0.1343,0.38391401289059035
3,0.46,0.4545,0.55,0.1642,0.43982875610634564
3,0.48,0.4697,0.48,0.1642,0.4059435601189494
3,0.5,0.4848,0.45,0.1642,0.41958208969135535
3,0.48,0.4697,0.51,0.1642,0.43749543059464924
3,0.48,0.4697,0.51,0.1045,0.5217873384934496
3,0.44,0.4394,0.62,0.194,0.7523419593151519
3,0.42,0.4242,0.71,0.1642,0.700197369455517
3,0.4,0.4091,0.76,0.1343,0.5372510492004083
3,0.4,0.4091,0.66,0.1343,0.43160693289618646
3,0.38,0.3939,0.71,0.1343,0.4146745280048548
3,0.36,0.3485,0.71,0.1343,0.3293863902219695
3,0.36,0.3636,0.76,0.0896,0.2415406028920298
3,0.36,0.3636,0.76,0.0896,0.17812856328027454
3,0.34,0.3333,0.81,0.1343,0.12390771485840968
3,0.34,0.3333,0.76,0.1343,0.08464508357844563
3,0.34,0.3333,0.81,0.1343,0.07153815252817422
3,0.32,0.3333,0.81,0.0896,0.06398566881509839
3,0.32,0.3333,0.81,0.1343,0.16929016715689127
3,0.34,0.3333,0.76,0.194,0.3183246831294386
3,0.32,0.3333,0.81,0.0896,0.5466937940028478
3,0.34,0.3485,0.81,0.0896,0.6414543353025243
3,0.36,0.3485,0.81,0.194,0.4097081868383077
3,0.4,0.4091,0.76,0.194,0.33554367804680063
3,0.44,0.4394,0.67,0.194,0.35046394167084244
3,0.5,0.4848,0.51,0.194,0.4280349520351891
3,0.52,0.5,0.48,0.2537,0.41590684729813954
3,0.52,0.5,0.52,0.1642,0.3944341528331279
3,0.52,0.5,0.52,0.1642,0.40720230286121406
3,0.52,0.5,0.48,0.194,0.5227672216823723
3,0.48,0.4697,0.55,0.0896,0.7139493285994281
3,0.46,0.4545,0.63,0.1343,0.6657277591738969
3,0.44,0.4394,0.67,0.0896,0.5078705014706738
3,0.42,0.4242,0.71,0.1045,0.46251504166527657
3,0.4,0.4091,0.76,0.1343,0.38391401289059035
3,0.4,0.4091,0.82,0.0,0.37446652603370884
3,0.4,0.4091,0.82,0.0896,0.3118275774779101
3,0.4,0.4091,0.82,0.0,0.20979104484567768
3,0.4,0.4091,0.82,0.0,0.13190983552522034
3,0.4,0.4091,0.76,0.0,0.1011702255324591
3,0.38,0.3939,0.87,0.1642,0.09048940063582536
3,0.38,0.3939,0.87,0.0896,0.08464508357844563
3,0.38,0.3939,0.87,0.0,0.15343224377184825
3,0.38,0.3939,0.87,0.0896,0.25991101540008843
3,0.4,0.4091,0.86,0.2239,0.5007670676972196
3,0.4,0.4091,0.87,0.3582,0.6358450079259892
3,0.42,0.4242,0.71,0.4627,0.5098818776647503
3,0.42,0.4242,0.71,0.3284,0.3703438331597648
3,0.44,0.4394,0.67,0.4478,0.40720230286121406
3,0.48,0.4697,0.55,0.4925,0.4490408292410459
3,0.44,0.4394,0.51,0.4179,0.44560861971600096
3,0.44,0.4394,0.47,0.2985,0.4535767103139243
3,0.46,0.4545,0.44,0.3881,0.4925234252932958
3,0.46,0.4545,0.36,0.3881,0.5448183380672594
3,0.42,0.4242,0.38,0.3582,0.7009278833416849
3,0.42,0.4242,0.32,0.4627,0.61871197142321
3,0.4,0.4091,0.37,0.3582,0.4478996817056888
3,0.36,0.3333,0.43,0.2836,0.4363240886517368
3,0.34,0.3182,0.46,0.2537,0.35481769794043566
3,0.34,0.303,0.46,0.3284,0.3430849270141714
3,0.32,0.303,0.49,0.3284,0.3018197961618304
3,0.32,0.2879,0.45,0.3582,0.23070360980769442
3,0.32,0.303,0.45,0.2985,0.25191183003699835
3,0.3,0.2727,0.52,0.3284,0.17812856328027454
3,0.3,0.2727,0.52,0.2985,0.09048940063582536
3,0.28,0.2576,0.56,0.3284,0.09048940063582536
3,0.26,0.2273,0.6,0.3284,0.04524470031791268
3,0.26,0.2424,0.6,0.2537,0.15343224377184825
3,0.26,0.2424,0.6,0.2836,0.18654867841017092
3,0.28,0.2576,0.56,0.3284,0.2932191707375637
3,0.3,0.2727,0.56,0.2985,0.3798938600891962
3,0.32,0.303,0.53,0.2537,0.48202065301017144
3,0.36,0.3636,0.46,0.1045,0.4935614104810764
3,0.36,0.3485,0.46,0.1642,0.6170554437613668
3,0.4,0.4091,0.37,0.1045,0.602791187698731
3,0.42,0.4242,0.35,0.1343,0.6285594649860435
3,0.4,0.4091,0.37,0.194,0.5925155850491195
3,0.4,0.4091,0.4,0.2239,0.5855650150911249
3,0.38,0.3939,0.4,0.1642,0.5846903842592596
3,0.36,0.3636,0.5,0.0896,0.4925234252932958
3,0.34,0.3636,0.53,0.0,0.4569490742954714
3,0.32,0.3485,0.66,0.0,0.41095539881568965
3,0.32,0.3485,0.66,0.0,0.34753113746052444
3,0.3,0.3333,0.65,0.0,0.2897074372210124
3,0.28,0.3182,0.7,0.0,0.2949593591352094
3,0.28,0.3182,0.75,0.0,0.2770660733600648
3,0.26,0.303,0.81,0.0,0.3430849270141714
3,0.26,0.303,0.81,0.0,0.1722866859320158
3,0.24,0.2879,0.87,0.0,0.09597850322264759
3,0.24,0.2879,0.87,0.0,0.07836611972385249
3,0.24,0.2424,0.87,0.1343,0.07153815252817422
3,0.26,0.2879,0.81,0.0896,0.12797133763019677
3,0.26,0.2727,0.87,0.1045,0.16929016715689127
3,0.28,0.303,0.87,0.0896,0.3035106765973773
3,0.3,0.3182,0.75,0.0896,0.4171355260378896
3,0.36,0.3636,0.66,0.0896,0.5178492645532697
3,0.42,0.4242,0.58,0.0896,0.5723052202253938
3,0.44,0.4394,0.54,0.0,0.5951011198833245
3,0.46,0.4545,0.51,0.1642,0.5669144700716883
3,0.46,0.4545,0.55,0.194,0.5723052202253938
3,0.48,0.4697,0.51,0.194,0.5596460352305127
3,0.46,0.4545,0.55,0.2239,0.5959604721286603
3,0.44,0.4394,0.62,0.1642,0.5118853505207871
3,0.42,0.4242,0.71,0.1045,0.435149593685137
3,0.38,0.3939,0.76,0.194,0.39313453100402973
3,0.36,0.3636,0.81,0.1045,0.3445733718640316
3,0.36,0.3636,0.81,0.0896,0.30011938941318006
3,0.36,0.3788,0.87,0.0,0.21461445758452266
3,0.34,0.3485,0.87,0.0896,0.2262235015895634
3,0.34,0.3636,0.87,0.0,0.12390771485840968
3,0.34,0.3636,0.87,0.0,0.09048940063582536
3,0.32,0.3485,0.93,0.0,0.04524470031791268
3,0.32,0.3485,0.93,0.0,0.05541321467201295
3,0.32,0.3485,0.93,0.0,0.07836611972385249
3,0.3,0.3333,0.93,0.0,0.163132086939236
3,0.28,0.3182,0.93,0.0,0.3183246831294386
3,0.28,0.3182,0.93,0.0,0.5641997802342505
3,0.3,0.3182,1.0,0.0896,0.6478055232134364
3,0.34,0.3333,1.0,0.1343,0.42201447000857956
3,0.36,0.3485,0.93,0.1343,0.35481769794043566
3,0.42,0.4242,0.77,0.1045,0.36195760254330145
3,0.46,0.4545,0.67,0.0,0.4280349520351891
3,0.54,0.5152,0.49,0.0896,0.43982875610634564
3,0.56,0.5303,0.37,0.1642,0.38524474136214404
3,0.56,0.5303,0.37,0.1045,0.4171355260378896
3,0.52,0.5,0.45,0.0,0.5494949761021612
3,0.5,0.4848,0.45,0.1642,0.7351393659779348
3,0.46,0.4545,0.59,0.1045,0.6595491776261018
3,0.46,0.4545,0.59,0.0,0.5541321467201296
3,0.4,0.4091,0.71,0.0,0.4569490742954714
3,0.38,0.3939,0.82,0.1045,0.377189954832591
3,0.36,0.3636,0.81,0.0896,0.3324792880320777
3,0.36,0.3636,0.87,0.0896,0.2216528586880518
3,0.34,0.3485,0.87,0.0896,0.13573410095373803
3,0.32,0.3333,0.93,0.1045,0.10610822770981287
3,0.32,0.3485,0.87,0.0,0.031992834407549194
3,0.32,0.3485,0.87,0.0,0.05541321467201295
3,0.3,0.3333,0.87,0.0,0.06398566881509839
3,0.3,0.3182,0.87,0.0896,0.13573410095373803
3,0.3,0.3333,0.87,0.0,0.3183246831294386
3,0.3,0.3182,0.87,0.1045,0.5749816427135069
3,0.32,0.3333,0.93,0.1045,0.6906303767557944
3,0.36,0.3788,0.87,0.0,0.4421497682967989
3,0.42,0.4242,0.71,0.0896,0.3633687486456746
3,0.46,0.4545,0.63,0.1343,0.38789250270409065
3,0.52,0.5,0.52,0.1343,0.4558277251836041
3,0.54,0.5152,0.49,0.1642,0.4478996817056888
3,0.56,0.5303,0.46,0.1045,0.4059435601189494
3,0.58,0.5455,0.46,0.1045,0.4386636447719669
3,0.56,0.5303,0.46,0.1343,0.5438781849283364
3,0.52,0.5,0.43,0.1642,0.7146657857075592
3,0.48,0.4697,0.55,0.1343,0.687659909754913
3,0.46,0.4545,0.59,0.0,0.5334271497151454
3,0.4,0.4091,0.76,0.0,0.43041956631945105
3,0.4,0.4091,0.76,0.0,0.43160693289618646
3,0.36,0.3788,0.87,0.0,0.3324792880320777
3,0.36,0.3788,0.81,0.0,0.2216528586880518
3,0.36,0.3788,0.87,0.0,0.11535180490384721
3,0.34,0.3636,0.87,0.0,0.1011702255324591
3,0.32,0.3485,0.93,0.0,0.07153815252817422
3,0.32,0.3485,0.93,0.0,0.06398566881509839
3,0.32,0.3485,0.87,0.0,0.06398566881509839
3,0.3,0.3333,0.87,0.0,0.16929016715689127
3,0.3,0.3333,0.87,0.0,0.3167129022253887
3,0.3,0.3333,0.87,0.0,0.5541321467201296
3,0.32,0.3485,0.93,0.0,0.6831799929473651
3,0.34,0.3636,0.93,0.0,0.47345071369776304
3,0.4,0.4091,0.76,0.1045,0.32782899903765483
3,0.46,0.4545,0.67,0.1642,0.3944341528331279
3,0.5,0.4848,0.51,0.1642,0.4292289151690453
3,0.5,0.4848,0.51,0.1642,0.4134385356042906
3,0.52,0.5,0.48,0.1642,0.4280349520351891
3,0.52,0.5,0.45,0.2239,0.39313453100402973
3,0.52,0.5,0.48,0.194,0.5362976304380905
3,0.46,0.4545,0.63,0.1045,0.7045690916531883
3,0.44,0.4394,0.67,0.1045,0.6462235781824865
3,0.44,0.4394,0.72,0.1045,0.5578141283997516
3,0.44,0.4394,0.77,0.0,0.47345071369776304
3,0.4,0.4091,0.87,0.0,0.4059435601189494
3,0.4,0.4091,0.87,0.0,0.34158999647368254
3,0.38,0.3939,0.87,0.0,0.25991101540008843
3,0.4,0.4091,0.87,0.0,0.15673223944770498
3,0.4,0.4091,0.87,0.0,0.10610822770981287
3,0.38,0.3939,0.94,0.0,0.07153815252817422
3,0.38,0.3939,0.94,0.0896,0.10610822770981287
3,0.38,0.3939,0.94,0.0896,0.05541321467201295
3,0.36,0.3485,1.0,0.1343,0.15343224377184825
3,0.36,0.3485,1.0,0.1343,0.34158999647368254
3,0.38,0.3939,0.94,0.1642,0.5276393421008814
3,0.4,0.4091,0.94,0.0896,0.6680299946072666
3,0.42,0.4242,0.94,0.1045,0.4647227632400744
3,0.44,0.4394,0.88,0.2239,0.34605541471154166
3,0.46,0.4545,0.67,0.3881,0.3324792880320777
3,0.42,0.4242,0.67,0.3582,0.4134385356042906
3,0.36,0.3333,0.81,0.3582,0.31346447889540996
3,0.36,0.3333,0.87,0.2836,0.25594267526039355
3,0.36,0.3333,0.81,0.2985,0.25191183003699835
3,0.36,0.3485,0.81,0.2239,0.2733468970014239
3,0.36,0.3485,0.81,0.2239,0.42563697825366265
3,0.36,0.3485,0.81,0.1642,0.528608377521658
3,0.36,0.3485,0.71,0.2239,0.4647227632400744
3,0.36,0.3333,0.62,0.2836,0.4146745280048548
3,0.36,0.3333,0.57,0.2537,0.37309735682034184
3,0.36,0.3333,0.53,0.2836,0.3018197961618304
3,0.34,0.3333,0.57,0.1642,0.2897074372210124
3,0.34,0.3182,0.53,0.2537,0.25991101540008843
3,0.32,0.303,0.57,0.3284,0.1394535320999379
3,0.32,0.2879,0.57,0.2836,0.10610822770981287
3,0.3,0.2879,0.61,0.194,0.07836611972385249
3,0.3,0.2879,0.61,0.194,0.09048940063582536
3,0.3,0.2879,0.49,0.2537,0.11535180490384721
3,0.28,0.2576,0.45,0.3284,0.21698596004748263
3,0.28,0.2727,0.45,0.2537,0.35192117848304116
3,0.3,0.2727,0.42,0.3582,0.5138810124772532
3,0.32,0.2879,0.45,0.4478,0.4535767103139243
3,0.32,0.2727,0.42,0.5522,0.4524470031791268
3,0.34,0.2879,0.42,0.4925,0.4171355260378896
3,0.34,0.2879,0.42,0.4627,0.49459721730868894
3,0.38,0.3939,0.37,0.5522,0.491483247943622
3,0.38,0.3939,0.37,0.4627,0.5028068605308895
3,0.36,0.3333,0.37,0.4179,0.47019671834311494
3,0.36,0.3333,0.34,0.3284,0.4935614104810764
3,0.34,0.303,0.39,0.3284,0.5632919762991018
3,0.34,0.3182,0.39,0.2537,0.46140721961538883
3,0.32,0.3182,0.39,0.1642,0.45131446822846694
3,0.32,0.3182,0.39,0.194,0.3340149973036333
3,0.3,0.303,0.45,0.1642,0.2914685928785393
3,0.32,0.3182,0.39,0.194,0.3051921890580206
3,0.3,0.3182,0.45,0.0896,0.2733468970014239
3,0.24,0.2424,0.6,0.1343,0.25594267526039355
3,0.24,0.2424,0.6,0.1343,0.23509835917155747
3,0.24,0.2576,0.65,0.0896,0.21698596004748263
3,0.24,0.2424,0.7,0.1343,0.13190983552522034
3,0.2,0.2121,0.8,0.1343,0.08464508357844563
3,0.22,0.2576,0.75,0.0896,0.06398566881509839
3,0.22,0.2273,0.75,0.1642,0.08464508357844563
3,0.22,0.2273,0.75,0.194,0.16623964401603886
3,0.26,0.2576,0.7,0.194,0.32152400656298624
3,0.3,0.303,0.61,0.1642,0.4046809021298364
3,0.34,0.3182,0.61,0.2836,0.48730033572274134
3,0.38,0.3939,0.54,0.2836,0.5678164825276668
3,0.44,0.4394,0.44,0.2836,0.612058961175281
3,0.48,0.4697,0.36,0.2836,0.6010907860385059
3,0.5,0.4848,0.36,0.2985,0.6672634653879648
3,0.52,0.5,0.29,0.2836,0.6285594649860435
3,0.52,0.5,0.32,0.2537,0.6078638537434348
3,0.5,0.4848,0.34,0.2537,0.5401012073928609
3,0.42,0.4242,0.58,0.194,0.4558277251836041
3,0.42,0.4242,0.5,0.2537,0.4183605962998137
3,0.42,0.4242,0.5,0.2836,0.3675696829889674
3,0.42,0.4242,0.47,0.2836,0.35337240599447123
3,0.42,0.4242,0.47,0.2537,0.34753113746052444
3,0.4,0.4091,0.58,0.1642,0.32152400656298624
3,0.4,0.4091,0.58,0.194,0.2733468970014239
3,0.36,0.3485,0.66,0.194,0.2695764143864395
3,0.36,0.3636,0.57,0.1045,0.2415406028920298
3,0.36,0.3485,0.62,0.1343,0.16929016715689127
3,0.36,0.3485,0.62,0.1343,0.07836611972385249
3,0.34,0.3333,0.61,0.1642,0.07153815252817422
3,0.34,0.3333,0.66,0.1343,0.15343224377184825
3,0.34,0.3182,0.66,0.2239,0.20979104484567768
3,0.34,0.3485,0.66,0.0896,0.28435853217528084
3,0.4,0.4091,0.54,0.2836,0.371723144575229
3,0.44,0.4394,0.44,0.3284,0.4966623503713123
3,0.46,0.4545,0.4,0.4179,0.5494949761021612
3,0.52,0.5,0.29,0.4179,0.6019415872938318
3,0.52,0.5,0.29,0.4179,0.5890505519158646
3,0.54,0.5152,0.28,0.4925,0.6162255100384181
3,0.5,0.4848,0.42,0.3284,0.5632919762991018
3,0.54,0.5152,0.28,0.3881,0.5714102936102985
3,0.52,0.5,0.27,0.3284,0.4862489853378283
3,0.52,0.5,0.27,0.3284,0.4409907891912076
3,0.5,0.4848,0.29,0.3582,0.40086906614046885
3,0.5,0.4848,0.31,0.3582,0.377189954832591
3,0.48,0.4697,0.36,0.2537,0.3118275774779101
3,0.48,0.4697,0.41,0.3881,0.3018197961618304
3,0.46,0.4545,0.51,0.2985,0.2618726357978891
3,0.46,0.4545,0.59,0.2836,0.17523197083542122
3,0.46,0.4545,0.63,0.2985,0.10610822770981287
3,0.46,0.4545,0.63,0.3582,0.13190983552522034
3,0.44,0.4394,0.67,0.2836,0.08464508357844563
3,0.44,0.4394,0.67,0.2239,0.07153815252817422
3,0.44,0.4394,0.67,0.2537,0.1394535320999379
3,0.44,0.4394,0.72,0.2239,0.34158999647368254
3,0.44,0.4394,0.72,0.2537,0.5740908882782361
3,0.46,0.4545,0.67,0.194,0.6801769894298443
3,0.48,0.4697,0.67,0.3284,0.48834942269744236
3,0.5,0.4848,0.63,0.2836,0.3370654258902919
3,0.54,0.5152,0.6,0.2836,0.36195760254330145
3,0.56,0.5303,0.56,0.2985,0.4547036107099112
3,0.6,0.6212,0.49,0.3881,0.4558277251836041
3,0.62,0.6212,0.46,0.4478,0.435149593685137
3,0.64,0.6212,0.44,0.3284,0.44675561934756725
3,0.62,0.6212,0.46,0.4179,0.5678164825276668
3,0.62,0.6212,0.46,0.2537,0.7288470445364927
3,0.56,0.5303,0.56,0.2836,0.7074685651862663
3,0.6,0.6212,0.53,0.2985,0.5559761855830849
3,0.6,0.6212,0.53,0.3582,0.4956308594336387
3,0.6,0.6212,0.53,0.3582,0.46692004623955474
3,0.58,0.5455,0.56,0.3582,0.34008849471492214
3,0.56,0.5303,0.64,0.2985,0.24987202456289637
3,0.56,0.5303,0.64,0.3582,0.15005969470659003
3,0.56,0.5303,0.6,0.2985,0.1011702255324591
3,0.56,0.5303,0.64,0.2537,0.12390771485840968
3,0.54,0.5152,0.68,0.3284,0.06398566881509839
3,0.56,0.5303,0.64,0.2985,0.08464508357844563
3,0.54,0.5152,0.68,0.2836,0.16929016715689127
3,0.56,0.5303,0.64,0.0896,0.3324792880320777
3,0.54,0.5152,0.68,0.1642,0.5714102936102985
3,0.54,0.5152,0.68,0.1045,0.7009278833416849
3,0.56,0.5303,0.64,0.0896,0.4524470031791268
3,0.56,0.5303,0.64,0.2836,0.37583070733135043
3,0.56,0.5303,0.64,0.194,0.3703438331597648
3,0.54,0.5152,0.68,0.0,0.4244329108392515
3,0.54,0.5152,0.6,0.2239,0.395729506575661
3,0.54,0.5152,0.6,0.2836,0.38789250270409065
3,0.54,0.5152,0.6,0.1343,0.4421497682967989
3,0.52,0.5,0.68,0.1343,0.5266685237217259
3,0.5,0.4848,0.72,0.194,0.6794241646397466
3,0.5,0.4848,0.72,0.2836,0.6718495225585331
3,0.5,0.4848,0.72,0.3582,0.5410479236450825
3,0.48,0.4697,0.82,0.1343,0.4935614104810764
3,0.5,0.4848,0.77,0.0896,0.4146745280048548
3,0.46,0.4545,0.88,0.1045,0.36195760254330145
3,0.46,0.4545,0.94,0.1045,0.2861526101126969
3,0.46,0.4545,0.94,0.0,0.17812856328027454
3,0.46,0.4545,0.94,0.0896,0.07153815252817422
3,0.46,0.4545,0.94,0.1045,0.1011702255324591
3,0.46,0.4545,0.94,0.1045,0.07153815252817422
3,0.44,0.4394,1.0,0.2239,0.06398566881509839
3,0.46,0.4545,0.94,0.1045,0.11535180490384721
3,0.46,0.4545,0.94,0.0896,0.23941245036968392
3,0.46,0.4545,0.94,0.0,0.37446652603370884
3,0.46,0.4545,0.94,0.0,0.48730033572274134
3,0.46,0.4545,0.94,0.0,0.2897074372210124
3,0.46,0.4545,0.94,0.0,0.19195700644529518
3,0.46,0.4545,0.94,0.0896,0.24781542971681936
3,0.46,0.4545,1.0,0.0,0.23509835917155747
3,0.46,0.4545,0.94,0.1343,0.24365016786137067
3,0.46,0.4545,1.0,0.1343,0.24987202456289637
3,0.48,0.4697,0.94,0.1045,0.25991101540008843
3,0.48,0.4697,0.94,0.1045,0.35481769794043566
3,0.48,0.4697,0.88,0.194,0.48834942269744236
3,0.46,0.4545,0.88,0.3881,0.43982875610634564
3,0.46,0.4545,0.88,0.3881,0.3370654258902919
3,0.44,0.4394,0.88,0.3881,0.3183246831294386
3,0.44,0.4394,0.88,0.2836,0.2770660733600648
3,0.42,0.4242,0.88,0.2239,0.21698596004748263
3,0.42,0.4242,0.88,0.1343,0.17812856328027454
3,0.42,0.4242,0.88,0.2537,0.15673223944770498
